Sr. no,Date,Open,High,Low,Close,Volume
117,2023-04-05T12:45:00+0530,1649.8,1650.85,1648.7,1650.2,130019
118,2023-04-05T12:50:00+0530,1650.25,1651,1649.15,1649.55,65916
119,2023-04-05T12:55:00+0530,1649.5,1651.6,1648.25,1651.1,342298
120,2023-04-05T13:00:00+0530,1651.1,1654,1650,1653.2,224908
121,2023-04-05T13:05:00+0530,1653.25,1655,1652.1,1654.05,149360
122,2023-04-05T13:10:00+0530,1654.8,1656,1652.75,1653.85,160993
123,2023-04-05T13:15:00+0530,1653.9,1654.65,1652.45,1652.9,62140
124,2023-04-05T13:20:00+0530,1652.9,1654.15,1651.05,1652.35,192876
125,2023-04-05T13:25:00+0530,1652.45,1654.95,1651.25,1654.7,266875
126,2023-04-05T13:30:00+0530,1654.95,1655.5,1649.9,1650.15,575279
127,2023-04-05T13:35:00+0530,1650.45,1651,1649.5,1650,122953
128,2023-04-05T13:40:00+0530,1650,1651,1649.5,1649.75,65684
129,2023-04-05T13:45:00+0530,1650,1650.7,1649.05,1649.5,67294
130,2023-04-05T13:50:00+0530,1649.95,1650.9,1648.25,1650.9,205405
131,2023-04-05T13:55:00+0530,1650.65,1651.95,1648.1,1649.85,311952
132,2023-04-05T14:00:00+0530,1650.2,1650.9,1648.85,1650.45,130560
133,2023-04-05T14:05:00+0530,1650.75,1650.75,1649.05,1650.3,122958
134,2023-04-05T14:10:00+0530,1650.3,1652.3,1648.3,1648.3,287287
135,2023-04-05T14:15:00+0530,1648.25,1651,1647.2,1650.65,619242
136,2023-04-05T14:20:00+0530,1650.4,1651.95,1647.35,1650.4,839078
137,2023-04-05T14:25:00+0530,1650.5,1651.5,1649.3,1651.2,56489
138,2023-04-05T14:30:00+0530,1651.25,1653.3,1650.8,1652.6,232450
139,2023-04-05T14:35:00+0530,1652.8,1653.3,1649.55,1650.25,452205
140,2023-04-05T14:40:00+0530,1650.25,1653.4,1648.7,1653.05,454785
141,2023-04-05T14:45:00+0530,1653.05,1653.45,1651.1,1653.4,151091
142,2023-04-05T14:50:00+0530,1653.45,1655.5,1653.4,1655.2,112753
143,2023-04-05T14:55:00+0530,1655.2,1655.4,1654,1654.15,62892
144,2023-04-05T15:00:00+0530,1654.5,1654.5,1652,1653.9,96234
145,2023-04-05T15:05:00+0530,1654,1655.45,1653.05,1653.7,281785
146,2023-04-05T15:10:00+0530,1653.75,1654,1652,1653.35,283461
147,2023-04-05T15:15:00+0530,1653,1654.85,1651.85,1653.9,366212
148,2023-04-05T15:20:00+0530,1653.5,1655.3,1652.05,1654.35,332097
149,2023-04-05T15:25:00+0530,1653.55,1655.1,1652.1,1654,307914
150,2023-04-06T09:15:00+0530,1648.55,1653.35,1648,1651.1,265780
151,2023-04-06T09:20:00+0530,1651.1,1652.75,1648.2,1650,290139
152,2023-04-06T09:25:00+0530,1650.05,1651.7,1649.05,1650.85,183829
153,2023-04-06T09:30:00+0530,1650.85,1652.6,1650,1651.05,392291
154,2023-04-06T09:35:00+0530,1651,1652,1649.6,1650.2,138554
155,2023-04-06T09:40:00+0530,1650.45,1654.9,1650.45,1653.4,281113
156,2023-04-06T09:45:00+0530,1653.3,1653.9,1651.5,1653.9,310507
157,2023-04-06T09:50:00+0530,1653.55,1655.3,1652.2,1653.15,365168
158,2023-04-06T09:55:00+0530,1653.25,1653.8,1653.05,1653.65,34885
159,2023-04-06T10:00:00+0530,1653.55,1660.9,1653.15,1657.95,487637
160,2023-04-06T10:05:00+0530,1658.05,1662.3,1657.8,1660,243485
161,2023-04-06T10:10:00+0530,1660,1660,1657.05,1658.5,258102
162,2023-04-06T10:15:00+0530,1658.95,1659.8,1657.1,1657.65,276626
163,2023-04-06T10:20:00+0530,1657.7,1658.5,1656.9,1658.3,154469
164,2023-04-06T10:25:00+0530,1658.3,1658.8,1656,1656.5,243593
165,2023-04-06T10:30:00+0530,1656.55,1659.6,1656.5,1657.6,259423
166,2023-04-06T10:35:00+0530,1657.3,1658.75,1655.25,1657.3,348811
167,2023-04-06T10:40:00+0530,1657.4,1657.6,1655.3,1655.75,175627
168,2023-04-06T10:45:00+0530,1655.8,1657.85,1653.8,1657.15,535466
169,2023-04-06T10:50:00+0530,1657.15,1657.2,1655.65,1656.8,72275
170,2023-04-06T10:55:00+0530,1656.75,1657.45,1656.1,1656.25,72605
171,2023-04-06T11:00:00+0530,1656.7,1656.95,1655.1,1655.65,45348
172,2023-04-06T11:05:00+0530,1655.2,1658.4,1655.2,1657.9,161556
173,2023-04-06T11:10:00+0530,1657.9,1658.85,1657.35,1658.4,56304
174,2023-04-06T11:15:00+0530,1658.35,1659.9,1656.75,1657,324063
175,2023-04-06T11:20:00+0530,1657.1,1662.95,1656.4,1662.55,607890
176,2023-04-06T11:25:00+0530,1662.5,1663.05,1660.7,1660.85,409102
177,2023-04-06T11:30:00+0530,1660.85,1664,1659.15,1661.9,691188
178,2023-04-06T11:35:00+0530,1661.9,1662.1,1658.5,1660.8,393988
179,2023-04-06T11:40:00+0530,1660.75,1660.95,1659.6,1660.4,59971
180,2023-04-06T11:45:00+0530,1660.4,1662.45,1657.45,1658,454172
181,2023-04-06T11:50:00+0530,1658,1659,1656.7,1657.3,233692
182,2023-04-06T11:55:00+0530,1657.25,1660.5,1656.5,1657.85,790015
183,2023-04-06T12:00:00+0530,1657.7,1659.6,1656.95,1658.55,226625
184,2023-04-06T12:05:00+0530,1658,1658.9,1657,1658.35,85708
185,2023-04-06T12:10:00+0530,1658.35,1659.7,1656.1,1658.55,407852
186,2023-04-06T12:15:00+0530,1658.55,1659.25,1657,1658.75,483255
187,2023-04-06T12:20:00+0530,1658.75,1659.75,1658.05,1658.7,91610
188,2023-04-06T12:25:00+0530,1658.55,1659,1657.7,1658.95,86417
189,2023-04-06T12:30:00+0530,1659,1659.8,1656,1656,179838
190,2023-04-06T12:35:00+0530,1655.9,1659.3,1655.9,1659.3,296488
191,2023-04-06T12:40:00+0530,1659.5,1659.7,1657.05,1657.6,88951
192,2023-04-06T12:45:00+0530,1657.65,1658.8,1655.1,1658.75,501152
193,2023-04-06T12:50:00+0530,1658.7,1659.5,1657.65,1659.35,127270
194,2023-04-06T12:55:00+0530,1659,1659.6,1658.45,1658.75,122573
195,2023-04-06T13:00:00+0530,1658.75,1659,1656.45,1658.7,220405
196,2023-04-06T13:05:00+0530,1658.75,1660.5,1657.8,1657.8,295899
197,2023-04-06T13:10:00+0530,1658,1658.4,1656.8,1656.9,191535
198,2023-04-06T13:15:00+0530,1656.9,1658,1655.8,1657,64583
199,2023-04-06T13:20:00+0530,1657,1659.2,1656,1657.05,348207
200,2023-04-06T13:25:00+0530,1657,1660,1655.7,1660,954470
201,2023-04-06T13:30:00+0530,1660,1661.7,1657.65,1661.35,870168
202,2023-04-06T13:35:00+0530,1661.3,1662.3,1657.65,1657.7,848935
203,2023-04-06T13:40:00+0530,1657.7,1659.1,1656.4,1657.4,285053
204,2023-04-06T13:45:00+0530,1657.4,1657.8,1655.5,1657.15,249486
205,2023-04-06T13:50:00+0530,1657.2,1660.4,1656.5,1657,710597
206,2023-04-06T13:55:00+0530,1657.05,1658.7,1657,1657.65,149059
207,2023-04-06T14:00:00+0530,1657.65,1661,1657.25,1659.15,493263
208,2023-04-06T14:05:00+0530,1659.15,1661.7,1658.95,1660.7,147794
209,2023-04-06T14:10:00+0530,1660.6,1661.6,1658.45,1660.95,150172
210,2023-04-06T14:15:00+0530,1660.95,1663,1660.5,1661.7,282089
211,2023-04-06T14:20:00+0530,1661.7,1664,1661.7,1663.95,197785
212,2023-04-06T14:25:00+0530,1663.9,1665.6,1661.95,1664.8,309220
213,2023-04-06T14:30:00+0530,1664.75,1667.9,1664.4,1667.25,124839
214,2023-04-06T14:35:00+0530,1666.95,1668.75,1663.8,1667.65,493419
215,2023-04-06T14:40:00+0530,1667.65,1668.7,1666.2,1666.45,138559
216,2023-04-06T14:45:00+0530,1666.5,1669.2,1664.55,1669.05,519219
217,2023-04-06T14:50:00+0530,1669,1669.2,1666.8,1667.1,250333
218,2023-04-06T14:55:00+0530,1667.05,1668.8,1667.05,1667.7,147655
219,2023-04-06T15:00:00+0530,1667.75,1667.95,1665.75,1667.6,216445
220,2023-04-06T15:05:00+0530,1667.5,1668.2,1666.75,1666.8,308434
221,2023-04-06T15:10:00+0530,1666.8,1667.25,1665,1665.45,330657
222,2023-04-06T15:15:00+0530,1665.55,1666.1,1664,1665.8,252793
223,2023-04-06T15:20:00+0530,1665.3,1666.9,1664.85,1666.15,112937
224,2023-04-06T15:25:00+0530,1666.2,1666.65,1664.5,1666,151707
225,2023-04-10T09:15:00+0530,1663.25,1667.8,1663,1667.15,229345
226,2023-04-10T09:20:00+0530,1667.4,1668.25,1663.25,1664.15,143388
227,2023-04-10T09:25:00+0530,1664.15,1666,1663.5,1663.55,215658
228,2023-04-10T09:30:00+0530,1663.55,1664.25,1660.65,1660.65,289445
229,2023-04-10T09:35:00+0530,1660.7,1662.8,1659.2,1662.1,224567
230,2023-04-10T09:40:00+0530,1662.35,1664.4,1661.5,1663.8,169191
231,2023-04-10T09:45:00+0530,1663.8,1664,1660.35,1661.25,315732
232,2023-04-10T09:50:00+0530,1661.25,1663.35,1660.5,1661,241322
233,2023-04-10T09:55:00+0530,1660.8,1661,1657.35,1657.85,345664
234,2023-04-10T10:00:00+0530,1658.2,1660.8,1657.65,1660.8,284440
235,2023-04-10T10:05:00+0530,1660.8,1662,1658.25,1658.8,406652
236,2023-04-10T10:10:00+0530,1658.8,1660.85,1658.5,1659.45,520709
237,2023-04-10T10:15:00+0530,1659.45,1660.65,1659.1,1660.15,30506
238,2023-04-10T10:20:00+0530,1660.15,1660.85,1658.55,1658.6,45633
239,2023-04-10T10:25:00+0530,1658.9,1659.85,1658.5,1659,126534
240,2023-04-10T10:30:00+0530,1659.5,1662.5,1658.9,1661.85,202318
241,2023-04-10T10:35:00+0530,1661.85,1663,1659.8,1661.95,218635
242,2023-04-10T10:40:00+0530,1661.8,1663.35,1661.5,1662.6,83689
243,2023-04-10T10:45:00+0530,1662.5,1662.95,1659.35,1659.35,272919
244,2023-04-10T10:50:00+0530,1659.2,1659.85,1657.35,1659.75,285408
245,2023-04-10T10:55:00+0530,1659.6,1659.8,1657.35,1658.85,60642
246,2023-04-10T11:00:00+0530,1658.7,1659.8,1658.4,1659.5,33861
247,2023-04-10T11:05:00+0530,1659.6,1660.65,1658.3,1658.9,276177
248,2023-04-10T11:10:00+0530,1658.95,1662.45,1658.95,1662.2,431630
249,2023-04-10T11:15:00+0530,1662.3,1662.4,1658.85,1659.15,326442
250,2023-04-10T11:20:00+0530,1659.25,1659.85,1658.6,1659.45,215190
251,2023-04-10T11:25:00+0530,1659.45,1660,1658.75,1658.85,256382
252,2023-04-10T11:30:00+0530,1658.9,1660.5,1658.5,1659.05,216855
253,2023-04-10T11:35:00+0530,1659.1,1660.4,1658.9,1660.1,255682
254,2023-04-10T11:40:00+0530,1660.1,1662.9,1660.05,1661.75,362543
255,2023-04-10T11:45:00+0530,1661.75,1662.35,1661,1662,146445
256,2023-04-10T11:50:00+0530,1661.95,1665.5,1661.95,1665.2,126379
257,2023-04-10T11:55:00+0530,1665.25,1666.4,1665,1665.65,78519
258,2023-04-10T12:00:00+0530,1665.6,1667,1664.25,1665.45,303672
259,2023-04-10T12:05:00+0530,1665.65,1667,1665.45,1666.95,44210
260,2023-04-10T12:10:00+0530,1666.95,1667.45,1664.65,1665.1,144078
261,2023-04-10T12:15:00+0530,1665.4,1667.35,1664.25,1667.2,103743
262,2023-04-10T12:20:00+0530,1667.25,1669.65,1667.2,1668.1,180753
263,2023-04-10T12:25:00+0530,1668.1,1670.65,1667.35,1669.05,147302
264,2023-04-10T12:30:00+0530,1668.7,1669.05,1666,1667,269223
265,2023-04-10T12:35:00+0530,1667.15,1670.3,1665.6,1670.2,337204
266,2023-04-10T12:40:00+0530,1670.2,1670.65,1668.7,1669.5,224166
267,2023-04-10T12:45:00+0530,1669.6,1670.9,1668.5,1669.8,63074
268,2023-04-10T12:50:00+0530,1670.35,1670.4,1668.9,1670.35,15562
269,2023-04-10T12:55:00+0530,1669.75,1670.4,1668.75,1669.2,15308
270,2023-04-10T13:00:00+0530,1669.4,1670.95,1668.85,1669.45,54269
271,2023-04-10T13:05:00+0530,1669.4,1670.95,1668.75,1670.25,63192
272,2023-04-10T13:10:00+0530,1670.2,1670.8,1668.25,1668.3,110123
273,2023-04-10T13:15:00+0530,1668.5,1669.7,1667.15,1668.1,284277
274,2023-04-10T13:20:00+0530,1668.05,1670.1,1667.35,1669.6,281735
275,2023-04-10T13:25:00+0530,1669.6,1670.6,1669.1,1669.35,75284
276,2023-04-10T13:30:00+0530,1669.35,1669.95,1667.25,1667.65,207285
277,2023-04-10T13:35:00+0530,1667.65,1669.25,1667,1668.85,351581
278,2023-04-10T13:40:00+0530,1668.95,1669.65,1665.5,1666.5,519669
279,2023-04-10T13:45:00+0530,1666.9,1667,1663.2,1663.65,98696
280,2023-04-10T13:50:00+0530,1663.8,1664.25,1663.05,1663.3,50869
281,2023-04-10T13:55:00+0530,1663.2,1665.5,1661.7,1663.5,421887
282,2023-04-10T14:00:00+0530,1663.5,1665.4,1662.1,1663.45,216420
283,2023-04-10T14:05:00+0530,1663.25,1663.45,1660.4,1661.5,112681
284,2023-04-10T14:10:00+0530,1661.45,1661.5,1658.85,1659.45,139366
285,2023-04-10T14:15:00+0530,1659.45,1659.85,1654.3,1655.75,277503
286,2023-04-10T14:20:00+0530,1655.35,1659.35,1654,1658.5,368675
287,2023-04-10T14:25:00+0530,1658.55,1659.2,1655.3,1658.4,387138
288,2023-04-10T14:30:00+0530,1657.9,1658.4,1655.6,1657.5,94654
289,2023-04-10T14:35:00+0530,1657.5,1660.95,1657,1658,179069
290,2023-04-10T14:40:00+0530,1658,1659.85,1657.25,1659.25,82992
291,2023-04-10T14:45:00+0530,1659.35,1661.5,1658.65,1660,119940
292,2023-04-10T14:50:00+0530,1659.8,1660,1657.25,1658.2,113037
293,2023-04-10T14:55:00+0530,1658.35,1658.5,1656.3,1657.5,122089
294,2023-04-10T15:00:00+0530,1657.5,1660.25,1657.5,1659.45,287564
295,2023-04-10T15:05:00+0530,1659.35,1661.05,1658.25,1659.05,292376
296,2023-04-10T15:10:00+0530,1659.2,1660.95,1655.85,1656.35,587295
297,2023-04-10T15:15:00+0530,1656.35,1659.4,1656.3,1658.4,185166
298,2023-04-10T15:20:00+0530,1658.5,1658.75,1656.15,1657.95,161145
299,2023-04-10T15:25:00+0530,1658.45,1659.15,1655.15,1655.15,250626
300,2023-04-11T09:15:00+0530,1659,1664.75,1652.15,1655.9,597232
301,2023-04-11T09:20:00+0530,1655.9,1658.85,1655.55,1656.9,278503
302,2023-04-11T09:25:00+0530,1656.9,1658.25,1655.55,1657.45,165904
303,2023-04-11T09:30:00+0530,1657.45,1661.35,1656.05,1659.85,255546
304,2023-04-11T09:35:00+0530,1659.55,1660.8,1657,1659.65,212912
305,2023-04-11T09:40:00+0530,1659.65,1661,1657.2,1658.05,215608
306,2023-04-11T09:45:00+0530,1658.15,1661.6,1658,1658.55,696431
307,2023-04-11T09:50:00+0530,1658.5,1661.55,1657.35,1657.5,500200
308,2023-04-11T09:55:00+0530,1657.65,1661.15,1657.5,1660.2,410606
309,2023-04-11T10:00:00+0530,1660.25,1665.8,1658.8,1663.25,684543
310,2023-04-11T10:05:00+0530,1663.55,1666.4,1663.25,1665.25,462689
311,2023-04-11T10:10:00+0530,1665.15,1667.85,1665,1665.9,256220
312,2023-04-11T10:15:00+0530,1665.9,1669,1665.4,1666.25,855245
313,2023-04-11T10:20:00+0530,1666.25,1668,1665.55,1667.05,537229
314,2023-04-11T10:25:00+0530,1667.05,1667.65,1664.85,1665.65,372438
315,2023-04-11T10:30:00+0530,1665.65,1667.5,1665,1665.7,185434
316,2023-04-11T10:35:00+0530,1665.65,1666.7,1665.55,1666,54151
317,2023-04-11T10:40:00+0530,1665.6,1666.4,1664.7,1665.55,56975
318,2023-04-11T10:45:00+0530,1665.7,1666.45,1664.55,1664.8,94362
319,2023-04-11T10:50:00+0530,1664.8,1665,1663,1663.5,181112
320,2023-04-11T10:55:00+0530,1663.05,1663.5,1661.1,1662.15,368304
321,2023-04-11T11:00:00+0530,1662.35,1665.65,1661.7,1665,342409
322,2023-04-11T11:05:00+0530,1665,1666.7,1665,1666,81305
323,2023-04-11T11:10:00+0530,1666,1666.05,1663.25,1664,312889
324,2023-04-11T11:15:00+0530,1664,1665.9,1663.6,1664.95,251029
325,2023-04-11T11:20:00+0530,1664.6,1664.9,1662.2,1664.25,591201
326,2023-04-11T11:25:00+0530,1664.3,1666.45,1664,1664.35,604791
327,2023-04-11T11:30:00+0530,1664.35,1665,1662.35,1662.75,517527
328,2023-04-11T11:35:00+0530,1662.75,1664.3,1662.55,1663.65,103518
329,2023-04-11T11:40:00+0530,1663.7,1664,1661.65,1662.45,248420
330,2023-04-11T11:45:00+0530,1662.45,1662.45,1660.55,1661.05,246698
331,2023-04-11T11:50:00+0530,1661.05,1664.2,1660.75,1662.1,371222
332,2023-04-11T11:55:00+0530,1662.1,1662.85,1660.1,1662,218575
333,2023-04-11T12:00:00+0530,1662,1662.1,1659.95,1660.5,75239
334,2023-04-11T12:05:00+0530,1660.55,1661.45,1660.25,1660.55,49277
335,2023-04-11T12:10:00+0530,1660.55,1662.4,1658.5,1660.15,142441
336,2023-04-11T12:15:00+0530,1659.7,1662.85,1659.5,1661.5,375702
337,2023-04-11T12:20:00+0530,1661.5,1662.85,1659.5,1659.6,487643
338,2023-04-11T12:25:00+0530,1659.55,1660.7,1659.5,1660.2,78166
339,2023-04-11T12:30:00+0530,1660.7,1662,1660,1661.25,221941
340,2023-04-11T12:35:00+0530,1661.25,1662.7,1660.55,1661.65,234270
341,2023-04-11T12:40:00+0530,1661.5,1661.9,1660.15,1660.5,193058
342,2023-04-11T12:45:00+0530,1660.45,1661.4,1659.05,1660.7,231688
343,2023-04-11T12:50:00+0530,1660.45,1662.85,1660.4,1661.85,119312
344,2023-04-11T12:55:00+0530,1661.8,1662.95,1661.4,1661.95,98514
345,2023-04-11T13:00:00+0530,1661.95,1662,1660.8,1660.95,91672
346,2023-04-11T13:05:00+0530,1661,1663.5,1660.1,1661.3,321236
347,2023-04-11T13:10:00+0530,1661.1,1662.45,1660.95,1662.25,53692
348,2023-04-11T13:15:00+0530,1661.9,1663.65,1661.9,1663.6,50947
349,2023-04-11T13:20:00+0530,1663.6,1664.7,1662.3,1664.55,156450
350,2023-04-11T13:25:00+0530,1664.55,1665,1663,1663.5,204638
351,2023-04-11T13:30:00+0530,1663.55,1664.7,1662.45,1662.75,246858
352,2023-04-11T13:35:00+0530,1662.7,1663.35,1661,1661.3,490522
353,2023-04-11T13:40:00+0530,1661.35,1662.5,1659.75,1660.5,396948
354,2023-04-11T13:45:00+0530,1660.5,1662.2,1659.7,1661.3,373401
355,2023-04-11T13:50:00+0530,1661.1,1663.95,1660.2,1661.2,504846
356,2023-04-11T13:55:00+0530,1661.2,1664.45,1661.1,1662.65,280370
357,2023-04-11T14:00:00+0530,1662.6,1663.55,1661.5,1662.55,173971
358,2023-04-11T14:05:00+0530,1662.55,1664.45,1662.5,1663.6,133249
359,2023-04-11T14:10:00+0530,1663.55,1664.45,1662.85,1663,118831
360,2023-04-11T14:15:00+0530,1662.8,1664.4,1662.7,1662.75,136693
361,2023-04-11T14:20:00+0530,1662.75,1664.65,1662.75,1663,283938
362,2023-04-11T14:25:00+0530,1662.95,1663.35,1661.45,1661.75,332644
363,2023-04-11T14:30:00+0530,1661.8,1665.3,1661.2,1664.05,549384
364,2023-04-11T14:35:00+0530,1664,1665.25,1662.2,1662.7,195008
365,2023-04-11T14:40:00+0530,1662.6,1665.4,1662.6,1663.55,190084
366,2023-04-11T14:45:00+0530,1663.5,1664.7,1662.65,1664.25,134711
367,2023-04-11T14:50:00+0530,1664.7,1665.5,1663.5,1665.45,137490
368,2023-04-11T14:55:00+0530,1665.35,1665.65,1663.35,1664.45,227994
369,2023-04-11T15:00:00+0530,1664.05,1664.8,1662.8,1664.05,151121
370,2023-04-11T15:05:00+0530,1664.25,1664.5,1663,1663.45,191838
371,2023-04-11T15:10:00+0530,1663.75,1663.75,1661.3,1662.9,339983
372,2023-04-11T15:15:00+0530,1662.55,1664.65,1661.85,1662.9,326928
373,2023-04-11T15:20:00+0530,1662.7,1664.5,1662.5,1663.9,316530
374,2023-04-11T15:25:00+0530,1663.7,1664.95,1662.95,1664.95,184167
375,2023-04-12T09:15:00+0530,1668,1672.6,1667.95,1669.3,625736
376,2023-04-12T09:20:00+0530,1669,1675.7,1669,1674.85,250866
377,2023-04-12T09:25:00+0530,1674.95,1675.9,1672.6,1672.95,307388
378,2023-04-12T09:30:00+0530,1672.9,1678.15,1672.9,1677.95,540659
379,2023-04-12T09:35:00+0530,1677.8,1679,1676.4,1676.6,199415
380,2023-04-12T09:40:00+0530,1676.6,1677.05,1673.25,1675.85,546143
381,2023-04-12T09:45:00+0530,1676.55,1677.25,1675,1677.15,109005
382,2023-04-12T09:50:00+0530,1677.15,1678.15,1673.05,1676.5,924590
383,2023-04-12T09:55:00+0530,1676.8,1676.95,1675.3,1675.8,94715
384,2023-04-12T10:00:00+0530,1675.75,1676.35,1674.4,1676.35,215417
385,2023-04-12T10:05:00+0530,1676.4,1676.7,1674.85,1675.15,189692
386,2023-04-12T10:10:00+0530,1675.15,1676.55,1674.3,1675.45,116797
387,2023-04-12T10:15:00+0530,1675.5,1676.4,1674.15,1676.4,153756
388,2023-04-12T10:20:00+0530,1677,1677,1675.35,1675.95,106797
389,2023-04-12T10:25:00+0530,1675.9,1675.95,1675,1675.75,43225
390,2023-04-12T10:30:00+0530,1675.5,1676.85,1675.2,1676.45,51353
391,2023-04-12T10:35:00+0530,1676.5,1677,1675,1675.75,155365
392,2023-04-12T10:40:00+0530,1675.45,1676.95,1675,1676.55,143606
393,2023-04-12T10:45:00+0530,1676.2,1676.8,1674.95,1675.65,138111
394,2023-04-12T10:50:00+0530,1675.65,1677,1674.8,1675.45,166737
395,2023-04-12T10:55:00+0530,1675.5,1677.3,1674.65,1677.05,100753
396,2023-04-12T11:00:00+0530,1677.2,1679.85,1677.15,1679.5,306939
397,2023-04-12T11:05:00+0530,1679.6,1680.45,1678.4,1679.2,225937
398,2023-04-12T11:10:00+0530,1679.05,1679.85,1677.7,1678.8,331465
399,2023-04-12T11:15:00+0530,1678.85,1679.55,1676.2,1677.7,662613
400,2023-04-12T11:20:00+0530,1677.65,1678.75,1675.85,1678.5,494484
401,2023-04-12T11:25:00+0530,1678.5,1679.5,1678.5,1679.25,66484
402,2023-04-12T11:30:00+0530,1679.25,1680.35,1679.1,1679.1,82944
403,2023-04-12T11:35:00+0530,1679.15,1679.8,1679.05,1679.7,36705
404,2023-04-12T11:40:00+0530,1679.75,1679.8,1678.5,1679.5,40463
405,2023-04-12T11:45:00+0530,1679.45,1679.6,1677.3,1679.15,81128
406,2023-04-12T11:50:00+0530,1679.05,1680.3,1677.4,1679.65,174942
407,2023-04-12T11:55:00+0530,1679.65,1680.35,1678.85,1680.1,187019
408,2023-04-12T12:00:00+0530,1679.25,1680.3,1678.3,1680,190425
409,2023-04-12T12:05:00+0530,1680,1680.05,1678.4,1678.95,147217
410,2023-04-12T12:10:00+0530,1678.9,1680.1,1678.8,1679.85,57418
411,2023-04-12T12:15:00+0530,1679.75,1680.85,1679.75,1680.3,100734
412,2023-04-12T12:20:00+0530,1680.35,1682,1680.1,1681.6,76732
413,2023-04-12T12:25:00+0530,1681.6,1682.55,1681.35,1682.55,154782
414,2023-04-12T12:30:00+0530,1682.65,1683.85,1681.8,1681.8,242901
415,2023-04-12T12:35:00+0530,1681.85,1681.85,1679.85,1680.35,238838
416,2023-04-12T12:40:00+0530,1680.45,1680.7,1679.9,1679.9,54317
417,2023-04-12T12:45:00+0530,1679.95,1680.95,1679.5,1680.5,29842
418,2023-04-12T12:50:00+0530,1680.45,1680.95,1680,1680.85,15704
419,2023-04-12T12:55:00+0530,1680.8,1680.9,1679.1,1679.1,62303
420,2023-04-12T13:00:00+0530,1679.1,1679.5,1677.7,1678.6,101313
421,2023-04-12T13:05:00+0530,1678.6,1681.85,1677.85,1681.4,293394
422,2023-04-12T13:10:00+0530,1681.4,1682,1680,1681.9,175687
423,2023-04-12T13:15:00+0530,1681.6,1683.7,1681.05,1683.45,295365
424,2023-04-12T13:20:00+0530,1683.5,1684.4,1682.6,1683,138191
425,2023-04-12T13:25:00+0530,1683.25,1683.8,1682.6,1682.9,105356
426,2023-04-12T13:30:00+0530,1683,1686.6,1682.65,1685.3,304129
427,2023-04-12T13:35:00+0530,1685.1,1687,1684.6,1687,52618
428,2023-04-12T13:40:00+0530,1686.55,1687,1685.4,1686.15,56149
429,2023-04-12T13:45:00+0530,1686.15,1687.5,1685.65,1686.85,65024
430,2023-04-12T13:50:00+0530,1687.15,1687.15,1684.25,1684.9,111956
431,2023-04-12T13:55:00+0530,1684.85,1688.1,1684.85,1687.5,203270
432,2023-04-12T14:00:00+0530,1687.65,1688.1,1685.95,1686.35,152099
433,2023-04-12T14:05:00+0530,1686.35,1686.4,1684.75,1685.45,66333
434,2023-04-12T14:10:00+0530,1685.45,1686.7,1684.5,1686.7,93708
435,2023-04-12T14:15:00+0530,1686.6,1687.2,1684.85,1685.85,134890
436,2023-04-12T14:20:00+0530,1685.85,1686,1684,1685.55,121473
437,2023-04-12T14:25:00+0530,1685.55,1686.3,1684.65,1684.95,137783
438,2023-04-12T14:30:00+0530,1684.95,1685.5,1683.45,1684.25,77051
439,2023-04-12T14:35:00+0530,1684,1684.45,1682.1,1684.2,124736
440,2023-04-12T14:40:00+0530,1684.15,1685.15,1683.75,1684.35,86627
441,2023-04-12T14:45:00+0530,1684.35,1685,1684,1684.35,100954
442,2023-04-12T14:50:00+0530,1684.35,1684.5,1682.5,1682.55,89938
443,2023-04-12T14:55:00+0530,1682.5,1684.7,1681.95,1684.7,227700
444,2023-04-12T15:00:00+0530,1684.7,1685.65,1682.55,1682.95,179588
445,2023-04-12T15:05:00+0530,1682.95,1683.9,1682.7,1683.45,47651
446,2023-04-12T15:10:00+0530,1683.35,1685.9,1682,1684.2,169756
447,2023-04-12T15:15:00+0530,1683.95,1687.1,1683.35,1686.85,105506
448,2023-04-12T15:20:00+0530,1686.85,1687.5,1683.75,1684.3,254180
449,2023-04-12T15:25:00+0530,1684.3,1685.95,1683.55,1685,80823
450,2023-04-13T09:15:00+0530,1688.3,1689.7,1682.6,1683.45,436903
451,2023-04-13T09:20:00+0530,1683.45,1689.9,1683.25,1689.4,288460
452,2023-04-13T09:25:00+0530,1689.4,1691,1685.4,1687.1,369290
453,2023-04-13T09:30:00+0530,1687.1,1688.85,1685.7,1687.65,125310
454,2023-04-13T09:35:00+0530,1687.2,1688.9,1687.15,1687.95,109816
455,2023-04-13T09:40:00+0530,1687.95,1689.4,1687.2,1687.6,76311
456,2023-04-13T09:45:00+0530,1687.6,1690.15,1687.5,1688.3,265832
457,2023-04-13T09:50:00+0530,1688.3,1689.9,1688,1689.5,281247
458,2023-04-13T09:55:00+0530,1689.4,1689.9,1688,1689.35,199555
459,2023-04-13T10:00:00+0530,1689.35,1689.6,1688.2,1688.75,26935
460,2023-04-13T10:05:00+0530,1688.75,1689.4,1687.35,1688.55,188120
461,2023-04-13T10:10:00+0530,1688.55,1688.8,1686.8,1688.05,158300
462,2023-04-13T10:15:00+0530,1688.2,1689.15,1686.05,1686.75,338989
463,2023-04-13T10:20:00+0530,1686.85,1690,1686.8,1689,522189
464,2023-04-13T10:25:00+0530,1689,1690,1688.15,1688.5,220965
